Date,CategoryCode,UnitsSold
2016-06-09,M01AE,4.33
2016-06-09,N02BA,2.0
2016-06-09,N02BE,20.6
2016-06-09,N05B,7.0
2016-06-09,N05C,0.0
2016-06-09,R03,1.0
2016-06-09,R06,4.2
2016-06-10,M01AB,8.33
2016-06-10,M01AE,4.0
2016-06-10,N02BA,4.0
2016-06-10,N02BE,26.0
2016-06-10,N05B,11.0
2016-06-10,N05C,2.0
2016-06-10,R03,0.0
2016-06-10,R06,5.0
2016-06-11,M01AB,10.66
2016-06-11,M01AE,2.82
2016-06-11,N02BA,2.0
2016-06-11,N02BE,35.6
2016-06-11,N05B,4.0
2016-06-11,N05C,1.0
2016-06-11,R03,10.0
2016-06-11,R06,8.0
2016-06-12,M01AB,8.34
2016-06-12,M01AE,7.35
2016-06-12,N02BA,3.4
2016-06-12,N02BE,47.0
2016-06-12,N05B,8.0
2016-06-12,N05C,0.0
2016-06-12,R03,4.0
2016-06-12,R06,6.0
2016-06-13,M01AB,5.66
2016-06-13,M01AE,4.74
2016-06-13,N02BA,1.0
2016-06-13,N02BE,15.0
2016-06-13,N05B,7.0
2016-06-13,N05C,0.0
2016-06-13,R03,1.0
2016-06-13,R06,2.0
2016-06-14,M01AB,2.33
2016-06-14,M01AE,6.0
2016-06-14,N02BA,6.1
2016-06-14,N02BE,17.4
2016-06-14,N05B,17.0
2016-06-14,N05C,1.0
2016-06-14,R03,2.0
2016-06-14,R06,3.0
2016-06-15,M01AB,5.0
2016-06-15,M01AE,5.5
2016-06-15,N02BA,7.0
2016-06-15,N02BE,35.0
2016-06-15,N05B,22.0
2016-06-15,N05C,1.0
2016-06-15,R03,1.0
2016-06-15,R06,6.0
2016-06-16,M01AB,4.0
2016-06-16,M01AE,0.33
2016-06-16,N02BA,1.0
2016-06-16,N02BE,20.5
2016-06-16,N05B,4.0
2016-06-16,N05C,0.0
2016-06-16,R03,22.0
2016-06-16,R06,3.0
2016-06-17,M01AB,3.34
2016-06-17,M01AE,3.67
2016-06-17,N02BA,3.65
2016-06-17,N02BE,20.0
2016-06-17,N05B,8.0
2016-06-17,N05C,0.0
2016-06-17,R03,4.0
2016-06-17,R06,4.0
2016-06-18,M01AB,2.0
2016-06-18,M01AE,4.33
2016-06-18,N02BA,6.5
2016-06-18,N02BE,37.5
2016-06-18,N05B,1.0
2016-06-18,N05C,0.0
2016-06-18,R03,5.0
2016-06-18,R06,4.0
2016-06-19,M01AB,6.34
2016-06-19,M01AE,6.01
2016-06-19,N02BA,3.0
2016-06-19,N02BE,40.0
2016-06-19,N05B,1.0
2016-06-19,N05C,0.0
2016-06-19,R03,7.0
2016-06-19,R06,15.0
2016-06-20,M01AB,7.34
2016-06-20,M01AE,3.34
2016-06-20,N02BA,6.0
2016-06-20,N02BE,22.39
2016-06-20,N05B,5.0
2016-06-20,N05C,0.0
2016-06-20,R03,8.0
2016-06-20,R06,6.0
2016-06-21,M01AB,7.33
2016-06-21,M01AE,4.66
2016-06-21,N02BA,9.0
2016-06-21,N02BE,23.0
2016-06-21,N05B,15.0
2016-06-21,N05C,0.0
2016-06-21,R03,7.0
2016-06-21,R06,5.6
2016-06-22,M01AB,2.0
2016-06-22,M01AE,6.07
2016-06-22,N02BA,2.3
2016-06-22,N02BE,42.0
2016-06-22,N05B,6.0
2016-06-22,N05C,0.0
2016-06-22,R03,2.0
2016-06-22,R06,2.0
2016-06-23,M01AB,3.0
2016-06-23,M01AE,0.33
2016-06-23,N02BA,2.3
2016-06-23,N02BE,19.0
2016-06-23,N05B,5.0
2016-06-23,N05C,0.0
2016-06-23,R03,1.0
2016-06-23,R06,3.0
2016-06-24,M01AB,6.0
2016-06-24,M01AE,2.34
2016-06-24,N02BA,3.05
2016-06-24,N02BE,19.0
2016-06-24,N05B,15.0
2016-06-24,N05C,0.0
2016-06-24,R03,1.0
2016-06-24,R06,2.0
2016-06-25,M01AB,5.68
2016-06-25,M01AE,4.99
2016-06-25,N02BA,8.0
2016-06-25,N02BE,20.25
2016-06-25,N05B,5.0
2016-06-25,N05C,0.0
2016-06-25,R03,1.0
2016-06-25,R06,4.0
2016-06-26,M01AB,3.0
2016-06-26,M01AE,3.84
2016-06-26,N02BA,2.0
2016-06-26,N02BE,17.4
2016-06-26,N05B,20.0
2016-06-26,N05C,0.0
2016-06-26,R03,2.0
2016-06-26,R06,3.0
2016-06-27,M01AB,6.0
2016-06-27,M01AE,3.07
2016-06-27,N02BA,5.25
2016-06-27,N02BE,24.0
2016-06-27,N05B,9.0
2016-06-27,N05C,0.0
2016-06-27,R03,9.0
2016-06-27,R06,2.0
2016-06-28,M01AB,1.33
2016-06-28,M01AE,1.43
2016-06-28,N02BA,2.25
2016-06-28,N02BE,24.0
2016-06-28,N05B,20.0
2016-06-28,N05C,5.0
2016-06-28,R03,2.0
2016-06-28,R06,7.0
2016-06-29,M01AB,7.0
2016-06-29,M01AE,8.01
2016-06-29,N02BA,6.5
2016-06-29,N02BE,22.0
2016-06-29,N05B,12.5
2016-06-29,N05C,7.0
2016-06-29,R03,1.0
2016-06-29,R06,2.0
2016-06-30,M01AB,4.0
2016-06-30,M01AE,3.8
2016-06-30,N02BA,3.2
2016-06-30,N02BE,9.0
2016-06-30,N05B,6.0
2016-06-30,N05C,0.0
2016-06-30,R03,0.0
2016-06-30,R06,2.0
2016-07-01,M01AB,4.0
2016-07-01,M01AE,2.01
2016-07-01,N02BA,5.5
2016-07-01,N02BE,24.0
2016-07-01,N05B,1.0
2016-07-01,N05C,0.0
2016-07-01,R03,20.0
2016-07-01,R06,7.0
2016-07-02,M01AB,4.66
2016-07-02,M01AE,5.13
2016-07-02,N02BA,6.0
2016-07-02,N02BE,25.4
2016-07-02,N05B,9.0
2016-07-02,N05C,0.0
2016-07-02,R03,2.0
2016-07-02,R06,3.0
2016-07-03,M01AB,6.67
2016-07-03,M01AE,4.16
2016-07-03,N02BA,5.4
2016-07-03,N02BE,18.6
2016-07-03,N05B,4.0
2016-07-03,N05C,0.0
2016-07-03,R03,11.0
2016-07-03,R06,5.0
2016-07-04,M01AB,8.34
2016-07-04,M01AE,5.34
2016-07-04,N02BA,1.15
2016-07-04,N02BE,14.0
2016-07-04,N05B,8.0
2016-07-04,N05C,3.0
2016-07-04,R03,7.0
2016-07-04,R06,6.0
2016-07-05,M01AB,6.0
2016-07-05,M01AE,4.01
2016-07-05,N02BA,2.0
2016-07-05,N02BE,19.0
2016-07-05,N05B,10.0
2016-07-05,N05C,0.0
2016-07-05,R03,0.0
2016-07-05,R06,3.0
2016-07-06,M01AB,9.33
2016-07-06,M01AE,5.73
2016-07-06,N02BA,5.0
2016-07-06,N02BE,30.0
2016-07-06,N05B,5.0
2016-07-06,N05C,0.0
2016-07-06,R03,8.0
2016-07-06,R06,4.0
2016-07-07,M01AB,7.34
2016-07-07,M01AE,5.01
2016-07-07,N02BA,1.0
2016-07-07,N02BE,21.0
2016-07-07,N05B,11.0
2016-07-07,N05C,1.0
2016-07-07,R03,0.0
2016-07-07,R06,2.0
2016-07-08,M01AB,1.34
2016-07-08,M01AE,7.06
2016-07-08,N02BA,9.2
2016-07-08,N02BE,28.0
2016-07-08,N05B,12.0
2016-07-08,N05C,1.0
2016-07-08,R03,0.0
2016-07-08,R06,4.3
2016-07-09,M01AB,3.33
2016-07-09,M01AE,6.0
2016-07-09,N02BA,4.5
2016-07-09,N02BE,11.0
2016-07-09,N05B,12.0
2016-07-09,N05C,0.0
2016-07-09,R03,0.0
2016-07-09,R06,2.0
2016-07-10,M01AB,5.66
2016-07-10,M01AE,8.32
2016-07-10,N02BA,4.2
2016-07-10,N02BE,29.0
2016-07-10,N05B,6.0
2016-07-10,N05C,0.0
2016-07-10,R03,0.0
2016-07-10,R06,3.0
2016-07-11,M01AB,6.33
2016-07-11,M01AE,1.7
2016-07-11,N02BA,3.0
2016-07-11,N02BE,19.31
2016-07-11,N05B,9.0
2016-07-11,N05C,0.0
2016-07-11,R03,4.0
2016-07-11,R06,6.2
2016-07-12,M01AB,5.67
2016-07-12,M01AE,2.67
2016-07-12,N02BA,4.0
2016-07-12,N02BE,27.2
2016-07-12,N05B,14.0
2016-07-12,N05C,0.0
2016-07-12,R03,3.0
2016-07-12,R06,4.0
2016-07-13,M01AB,6.22
2016-07-13,M01AE,7.0
2016-07-13,N02BA,5.0
2016-07-13,N02BE,26.4
2016-07-13,N05B,11.0
2016-07-13,N05C,0.0
2016-07-13,R03,3.0
2016-07-13,R06,2.0
2016-07-14,M01AB,2.34
2016-07-14,M01AE,2.36
2016-07-14,N02BA,5.0
2016-07-14,N02BE,12.4
2016-07-14,N05B,3.0
2016-07-14,N05C,0.0
2016-07-14,R03,3.0
2016-07-14,R06,5.0
2016-07-15,M01AB,3.0
2016-07-15,M01AE,8.0
2016-07-15,N02BA,2.0
2016-07-15,N02BE,15.0
2016-07-15,N05B,4.0
2016-07-15,N05C,0.0
2016-07-15,R03,0.0
2016-07-15,R06,3.33
2016-07-16,M01AB,9.33
2016-07-16,M01AE,6.74
2016-07-16,N02BA,3.0
2016-07-16,N02BE,23.3
2016-07-16,N05B,6.0
2016-07-16,N05C,0.0
2016-07-16,R03,1.0
2016-07-16,R06,8.0
2016-07-17,M01AB,9.01
2016-07-17,M01AE,4.01
2016-07-17,N02BA,3.0
2016-07-17,N02BE,26.65
2016-07-17,N05B,3.0
2016-07-17,N05C,0.0
2016-07-17,R03,7.0
2016-07-17,R06,4.0
2016-07-18,M01AB,6.0
2016-07-18,M01AE,2.5
2016-07-18,N02BA,8.0
2016-07-18,N02BE,25.4
2016-07-18,N05B,2.0
2016-07-18,N05C,0.0
2016-07-18,R03,3.0
2016-07-18,R06,4.0
2016-07-19,M01AB,7.34
2016-07-19,M01AE,1.33
2016-07-19,N02BA,6.0
2016-07-19,N02BE,19.0
2016-07-19,N05B,5.0
2016-07-19,N05C,0.0
2016-07-19,R03,1.0
2016-07-19,R06,2.0
2016-07-20,M01AB,10.33
2016-07-20,M01AE,4.66
2016-07-20,N02BA,7.1
2016-07-20,N02BE,25.2
2016-07-20,N05B,6.0
2016-07-20,N05C,0.0
2016-07-20,R03,5.0
2016-07-20,R06,5.0
2016-07-21,M01AB,5.66
2016-07-21,M01AE,5.32
2016-07-21,N02BA,4.1
2016-07-21,N02BE,17.0
2016-07-21,N05B,15.0
2016-07-21,N05C,0.0
2016-07-21,R03,1.0
2016-07-21,R06,2.0
2016-07-22,M01AB,3.33
2016-07-22,M01AE,1.66
2016-07-22,N02BA,7.0
2016-07-22,N02BE,14.0
2016-07-22,N05B,4.0
2016-07-22,N05C,0.0
2016-07-22,R03,0.0
2016-07-22,R06,2.0
2016-07-23,M01AB,4.66
2016-07-23,M01AE,5.49
2016-07-23,N02BA,2.1
2016-07-23,N02BE,15.0
2016-07-23,N05B,6.0
2016-07-23,N05C,0.0
2016-07-23,R03,0.0
2016-07-23,R06,5.0
2016-07-24,M01AB,2.33
2016-07-24,M01AE,4.99
2016-07-24,N02BA,4.0
2016-07-24,N02BE,32.0
2016-07-24,N05B,4.0
2016-07-24,N05C,0.0
2016-07-24,R03,0.0
2016-07-24,R06,2.0
2016-07-25,M01AB,13.0
2016-07-25,M01AE,3.33
2016-07-25,N02BA,7.0
2016-07-25,N02BE,22.0
2016-07-25,N05B,9.0
2016-07-25,N05C,0.0
2016-07-25,R03,4.0
2016-07-25,R06,4.0
2016-07-26,M01AB,8.32
2016-07-26,M01AE,2.66
2016-07-26,N02BA,1.0
2016-07-26,N02BE,10.0
2016-07-26,N05B,16.0
2016-07-26,N05C,0.0
2016-07-26,R03,0.0
2016-07-26,R06,2.0
2016-07-27,M01AB,3.0
2016-07-27,M01AE,6.33
2016-07-27,N02BA,4.15
2016-07-27,N02BE,10.0
2016-07-27,N05B,4.0
2016-07-27,N05C,1.0
2016-07-27,R03,9.0
2016-07-27,R06,2.0
2016-07-28,M01AB,9.67
2016-07-28,M01AE,3.99
2016-07-28,N02BA,4.0
2016-07-28,N02BE,22.5
2016-07-28,N05B,12.0
2016-07-28,N05C,1.0
2016-07-28,R03,5.0
2016-07-28,R06,3.0
2016-07-29,M01AB,9.99
2016-07-29,M01AE,4.51
2016-07-29,N02BA,6.0
2016-07-29,N02BE,11.0
2016-07-29,N05B,17.0
2016-07-29,N05C,1.0
2016-07-29,R03,11.0
2016-07-29,R06,2.0
2016-07-30,M01AB,6.33
2016-07-30,M01AE,3.99
2016-07-30,N02BA,4.0
2016-07-30,N02BE,37.0
2016-07-30,N05B,7.0
2016-07-30,N05C,0.0
2016-07-30,R03,1.0
2016-07-30,R06,6.0
2016-07-31,M01AB,6.0
2016-07-31,M01AE,5.01
2016-07-31,N02BA,4.5
2016-07-31,N02BE,22.0
2016-07-31,N05B,5.0
2016-07-31,N05C,0.0
2016-07-31,R03,0.0
2016-07-31,R06,4.0
2016-08-01,M01AB,8.33
2016-08-01,M01AE,1.4
2016-08-01,N02BA,5.0
2016-08-01,N02BE,14.0
2016-08-01,N05B,7.5
2016-08-01,N05C,1.0
2016-08-01,R03,1.0
2016-08-01,R06,6.0
2016-08-02,M01AB,8.33
2016-08-02,M01AE,7.0
2016-08-02,N02BA,5.0
2016-08-02,N02BE,12.0
2016-08-02,N05B,12.0
2016-08-02,N05C,0.0
2016-08-02,R03,1.0
2016-08-02,R06,1.0
2016-08-03,M01AB,8.0
2016-08-03,M01AE,2.98
2016-08-03,N02BA,3.5
2016-08-03,N02BE,21.0
2016-08-03,N05B,11.0
2016-08-03,N05C,0.0
2016-08-03,R03,13.0
2016-08-03,R06,3.0
2016-08-04,M01AB,8.0
2016-08-04,M01AE,2.69
2016-08-04,N02BA,2.0
2016-08-04,N02BE,34.4
2016-08-04,N05B,12.0
2016-08-04,N05C,0.0
2016-08-04,R03,17.0
2016-08-04,R06,4.0
2016-08-05,M01AB,10.33
2016-08-05,M01AE,3.42
2016-08-05,N02BA,3.7
2016-08-05,N02BE,21.0
2016-08-05,N05B,24.0
2016-08-05,N05C,0.0
2016-08-05,R03,24.0
2016-08-05,R06,1.3
2016-08-06,M01AB,3.0
2016-08-06,M01AE,3.66
2016-08-06,N02BA,5.0
2016-08-06,N02BE,20.0
2016-08-06,N05B,33.0
2016-08-06,N05C,0.0
2016-08-06,R03,1.0
2016-08-06,R06,2.0
2016-08-07,M01AB,8.0
2016-08-07,M01AE,4.16
2016-08-07,N02BA,8.2
2016-08-07,N02BE,40.2
2016-08-07,N05B,12.0
2016-08-07,N05C,0.0
2016-08-07,R03,5.0
2016-08-07,R06,3.0
2016-08-08,M01AB,8.34
2016-08-08,M01AE,5.99
2016-08-08,N02BA,5.5
2016-08-08,N02BE,15.0
2016-08-08,N05B,36.0
2016-08-08,N05C,0.0
2016-08-08,R03,1.0
2016-08-08,R06,4.0
2016-08-09,M01AB,6.33
2016-08-09,M01AE,4.66
2016-08-09,N02BA,7.0
2016-08-09,N02BE,29.0
2016-08-09,N05B,26.0
2016-08-09,N05C,1.0
2016-08-09,R03,2.0
2016-08-09,R06,4.0
2016-08-10,M01AB,11.34
2016-08-10,M01AE,2.99
2016-08-10,N02BA,7.0
2016-08-10,N02BE,24.1
2016-08-10,N05B,11.0
2016-08-10,N05C,0.0
2016-08-10,R03,3.0
2016-08-10,R06,2.0
2016-08-11,M01AB,5.67
2016-08-11,M01AE,3.66
2016-08-11,N02BA,0.0
2016-08-11,N02BE,25.0
2016-08-11,N05B,1.0
2016-08-11,N05C,0.0
2016-08-11,R03,0.0
2016-08-11,R06,2.0
2016-08-12,M01AB,8.66
2016-08-12,M01AE,5.66
2016-08-12,N02BA,6.1
2016-08-12,N02BE,27.6
2016-08-12,N05B,6.0
2016-08-12,N05C,4.0
2016-08-12,R03,0.0
2016-08-12,R06,2.0
2016-08-13,M01AB,8.0
2016-08-13,M01AE,6.74
2016-08-13,N02BA,5.0
2016-08-13,N02BE,32.0
2016-08-13,N05B,2.0
2016-08-13,N05C,0.0
2016-08-13,R03,0.0
2016-08-13,R06,5.0
2016-08-14,M01AB,5.0
2016-08-14,M01AE,4.86
2016-08-14,N02BA,4.5
2016-08-14,N02BE,18.22
2016-08-14,N05B,2.0
2016-08-14,N05C,0.0
2016-08-14,R03,7.0
2016-08-14,R06,0.0
2016-08-15,M01AB,5.0
2016-08-15,M01AE,2.33
2016-08-15,N02BA,2.0
2016-08-15,N02BE,21.0
2016-08-15,N05B,11.0
2016-08-15,N05C,0.0
2016-08-15,R03,0.0
2016-08-15,R06,2.0
2016-08-16,M01AB,10.0
2016-08-16,M01AE,4.66
2016-08-16,N02BA,3.0
2016-08-16,N02BE,14.45
2016-08-16,N05B,4.0
2016-08-16,N05C,0.0
2016-08-16,R03,11.0
2016-08-16,R06,3.5
2016-08-17,M01AB,8.66
2016-08-17,M01AE,2.01
2016-08-17,N02BA,4.0
2016-08-17,N02BE,9.5
2016-08-17,N05B,7.0
2016-08-17,N05C,0.0
2016-08-17,R03,5.0
2016-08-17,R06,5.0
2016-08-18,M01AB,6.99
2016-08-18,M01AE,3.36
2016-08-18,N02BA,4.0
2016-08-18,N02BE,25.6
2016-08-18,N05B,7.0
2016-08-18,N05C,0.0
2016-08-18,R03,0.0
2016-08-18,R06,1.0
2016-08-19,M01AB,1.0
2016-08-19,M01AE,4.33
2016-08-19,N02BA,0.6
2016-08-19,N02BE,27.0
2016-08-19,N05B,12.0
2016-08-19,N05C,0.0
2016-08-19,R03,0.0
2016-08-19,R06,4.0
2016-08-20,M01AB,4.33
2016-08-20,M01AE,2.99
2016-08-20,N02BA,6.0
2016-08-20,N02BE,26.2
2016-08-20,N05B,1.0
2016-08-20,N05C,0.0
2016-08-20,R03,0.0
2016-08-20,R06,6.0
2016-08-21,M01AB,8.0
2016-08-21,M01AE,3.63
2016-08-21,N02BA,7.4
2016-08-21,N02BE,39.0
2016-08-21,N05B,3.0
2016-08-21,N05C,4.0
2016-08-21,R03,1.0
2016-08-21,R06,1.0
2016-08-22,M01AB,3.34
2016-08-22,M01AE,3.39
2016-08-22,N02BA,0.0
2016-08-22,N02BE,23.2
2016-08-22,N05B,3.0
2016-08-22,N05C,0.0
2016-08-22,R03,0.0
2016-08-22,R06,6.0
2016-08-23,M01AB,3.0
2016-08-23,M01AE,3.07
2016-08-23,N02BA,4.0
2016-08-23,N02BE,14.7
2016-08-23,N05B,7.0
2016-08-23,N05C,1.0
2016-08-23,R03,0.0
2016-08-23,R06,1.2
2016-08-24,M01AB,9.33
2016-08-24,M01AE,3.49
2016-08-24,N02BA,8.0
2016-08-24,N02BE,11.3
2016-08-24,N05B,2.0
2016-08-24,N05C,0.0
2016-08-24,R03,0.0
2016-08-24,R06,3.0
2016-08-25,M01AB,4.33
2016-08-25,M01AE,2.67
2016-08-25,N02BA,8.0
2016-08-25,N02BE,19.4
2016-08-25,N05B,4.0
2016-08-25,N05C,1.0
2016-08-25,R03,4.0
2016-08-25,R06,5.0
2016-08-26,M01AB,4.0
2016-08-26,M01AE,2.02
2016-08-26,N02BA,2.0
2016-08-26,N02BE,20.7
2016-08-26,N05B,3.0
2016-08-26,N05C,0.0
2016-08-26,R03,0.0
2016-08-26,R06,0.0
2016-08-27,M01AB,8.83
2016-08-27,M01AE,1.74
2016-08-27,N02BA,1.0
2016-08-27,N02BE,17.52
2016-08-27,N05B,2.0
2016-08-27,N05C,0.0
2016-08-27,R03,11.0
2016-08-27,R06,0.0
2016-08-28,M01AB,7.33
2016-08-28,M01AE,7.02
2016-08-28,N02BA,6.2
2016-08-28,N02BE,37.0
2016-08-28,N05B,3.0
2016-08-28,N05C,0.0
2016-08-28,R03,6.0
2016-08-28,R06,2.0
2016-08-29,M01AB,9.0
2016-08-29,M01AE,0.67
2016-08-29,N02BA,2.0
2016-08-29,N02BE,14.2
2016-08-29,N05B,4.0
2016-08-29,N05C,0.0
2016-08-29,R03,1.0
2016-08-29,R06,1.3
2016-08-30,M01AB,4.66
2016-08-30,M01AE,1.32
2016-08-30,N02BA,2.0
2016-08-30,N02BE,8.9
2016-08-30,N05B,4.0
2016-08-30,N05C,0.0
2016-08-30,R03,1.0
2016-08-30,R06,0.0
2016-08-31,M01AB,6.0
2016-08-31,M01AE,5.83
2016-08-31,N02BA,5.0
2016-08-31,N02BE,23.2
2016-08-31,N05B,3.0
2016-08-31,N05C,0.0
2016-08-31,R03,1.0
2016-08-31,R06,5.0
2016-09-01,M01AB,5.0
2016-09-01,M01AE,3.66
2016-09-01,N02BA,5.0
2016-09-01,N02BE,31.4
2016-09-01,N05B,2.0
2016-09-01,N05C,0.0
2016-09-01,R03,0.0
2016-09-01,R06,3.0
2016-09-02,M01AB,9.34
2016-09-02,M01AE,4.02
2016-09-02,N02BA,5.0
2016-09-02,N02BE,10.0
2016-09-02,N05B,25.0
2016-09-02,N05C,0.0
2016-09-02,R03,5.0
2016-09-02,R06,2.0
2016-09-03,M01AB,5.33
2016-09-03,M01AE,4.03
2016-09-03,N02BA,6.5
2016-09-03,N02BE,54.2
2016-09-03,N05B,5.0
2016-09-03,N05C,0.0
2016-09-03,R03,4.0
2016-09-03,R06,4.0
2016-09-04,M01AB,8.33
2016-09-04,M01AE,4.4
2016-09-04,N02BA,0.0
2016-09-04,N02BE,30.9
2016-09-04,N05B,10.0
2016-09-04,N05C,0.0
2016-09-04,R03,4.0
2016-09-04,R06,5.0
2016-09-05,M01AB,3.32
2016-09-05,M01AE,4.4
2016-09-05,N02BA,2.0
2016-09-05,N02BE,34.3
2016-09-05,N05B,8.0
2016-09-05,N05C,2.0
2016-09-05,R03,2.0
2016-09-05,R06,4.0
2016-09-06,M01AB,5.0
2016-09-06,M01AE,1.33
2016-09-06,N02BA,1.0
2016-09-06,N02BE,32.8
2016-09-06,N05B,14.0
2016-09-06,N05C,3.0
2016-09-06,R03,0.0
2016-09-06,R06,3.0
2016-09-07,M01AB,2.33
2016-09-07,M01AE,2.19
2016-09-07,N02BA,3.0
2016-09-07,N02BE,37.6
2016-09-07,N05B,14.0
2016-09-07,N05C,0.0
2016-09-07,R03,0.0
2016-09-07,R06,3.0
2016-09-08,M01AB,6.0
2016-09-08,M01AE,2.99
2016-09-08,N02BA,4.0
2016-09-08,N02BE,33.0
2016-09-08,N05B,8.0
2016-09-08,N05C,1.0
2016-09-08,R03,0.0
2016-09-08,R06,0.0
2016-09-09,M01AB,4.99
2016-09-09,M01AE,3.99
2016-09-09,N02BA,3.25
2016-09-09,N02BE,26.12
2016-09-09,N05B,11.0
2016-09-09,N05C,2.0
2016-09-09,R03,10.0
2016-09-09,R06,3.0
2016-09-10,M01AB,8.33
2016-09-10,M01AE,11.31
2016-09-10,N02BA,10.0
2016-09-10,N02BE,34.0
2016-09-10,N05B,9.0
2016-09-10,N05C,0.0
2016-09-10,R03,4.0
2016-09-10,R06,3.0
2016-09-11,M01AB,2.66
2016-09-11,M01AE,6.99
2016-09-11,N02BA,7.1
2016-09-11,N02BE,57.2
2016-09-11,N05B,8.0
2016-09-11,N05C,0.0
2016-09-11,R03,10.0
2016-09-11,R06,4.0
2016-09-12,M01AB,7.0
2016-09-12,M01AE,6.0
2016-09-12,N02BA,4.0
2016-09-12,N02BE,24.0
2016-09-12,N05B,10.0
2016-09-12,N05C,0.0
2016-09-12,R03,8.0
2016-09-12,R06,4.0
2016-09-13,M01AB,7.0
2016-09-13,M01AE,5.76
2016-09-13,N02BA,4.0
2016-09-13,N02BE,32.0
2016-09-13,N05B,13.0
2016-09-13,N05C,0.0
2016-09-13,R03,2.0
2016-09-13,R06,0.0
2016-09-14,M01AB,6.0
2016-09-14,M01AE,3.79
2016-09-14,N02BA,2.5
2016-09-14,N02BE,24.4
2016-09-14,N05B,7.0
2016-09-14,N05C,0.0
2016-09-14,R03,8.0
2016-09-14,R06,2.0
2016-09-15,M01AB,3.0
2016-09-15,M01AE,6.63
2016-09-15,N02BA,2.0
2016-09-15,N02BE,38.0
2016-09-15,N05B,31.0
2016-09-15,N05C,0.0
2016-09-15,R03,3.0
2016-09-15,R06,1.0
2016-09-16,M01AB,2.0
2016-09-16,M01AE,1.33
2016-09-16,N02BA,4.0
2016-09-16,N02BE,26.3
2016-09-16,N05B,17.0
2016-09-16,N05C,0.0
2016-09-16,R03,3.0
2016-09-16,R06,0.0
2016-09-17,M01AB,6.67
2016-09-17,M01AE,3.69
2016-09-17,N02BA,2.4
2016-09-17,N02BE,56.0
2016-09-17,N05B,11.0
2016-09-17,N05C,0.0
2016-09-17,R03,5.0
2016-09-17,R06,4.1
2016-09-18,M01AB,5.99
2016-09-18,M01AE,7.32
2016-09-18,N02BA,2.0
2016-09-18,N02BE,24.45
2016-09-18,N05B,4.0
2016-09-18,N05C,0.0
2016-09-18,R03,8.0
2016-09-18,R06,1.0
2016-09-19,M01AB,4.0
2016-09-19,M01AE,3.4
2016-09-19,N02BA,2.15
2016-09-19,N02BE,31.0
2016-09-19,N05B,11.0
2016-09-19,N05C,2.0
2016-09-19,R03,0.0
2016-09-19,R06,1.0
2016-09-20,M01AB,4.67
2016-09-20,M01AE,2.79
2016-09-20,N02BA,3.0
2016-09-20,N02BE,33.4
2016-09-20,N05B,14.0
2016-09-20,N05C,0.0
2016-09-20,R03,4.0
2016-09-20,R06,1.0
2016-09-21,M01AB,8.34
2016-09-21,M01AE,4.31
2016-09-21,N02BA,3.05
2016-09-21,N02BE,19.7
2016-09-21,N05B,12.0
2016-09-21,N05C,0.0
2016-09-21,R03,3.0
2016-09-21,R06,2.0
2016-09-22,M01AB,6.33
2016-09-22,M01AE,2.33
2016-09-22,N02BA,2.1
2016-09-22,N02BE,29.4
2016-09-22,N05B,6.0
2016-09-22,N05C,0.0
2016-09-22,R03,4.0
2016-09-22,R06,3.0
2016-09-23,M01AB,2.33
2016-09-23,M01AE,6.99
2016-09-23,N02BA,6.0
2016-09-23,N02BE,28.4
2016-09-23,N05B,13.0
2016-09-23,N05C,3.0
2016-09-23,R03,7.0
2016-09-23,R06,1.0
2016-09-24,M01AB,2.0
2016-09-24,M01AE,3.78
2016-09-24,N02BA,6.2
2016-09-24,N02BE,61.2
2016-09-24,N05B,8.0
2016-09-24,N05C,0.0
2016-09-24,R03,1.0
2016-09-24,R06,1.0
2016-09-25,M01AB,6.0
2016-09-25,M01AE,4.33
2016-09-25,N02BA,3.0
2016-09-25,N02BE,61.12
2016-09-25,N05B,3.0
2016-09-25,N05C,0.0
2016-09-25,R03,10.0
2016-09-25,R06,2.0
2016-09-26,M01AB,5.99
2016-09-26,M01AE,1.0
2016-09-26,N02BA,4.0
2016-09-26,N02BE,57.6
2016-09-26,N05B,4.0
2016-09-26,N05C,2.0
2016-09-26,R03,4.0
2016-09-26,R06,1.0
2016-09-27,M01AB,7.0
2016-09-27,M01AE,4.67
2016-09-27,N02BA,7.4
2016-09-27,N02BE,51.7
2016-09-27,N05B,17.0
2016-09-27,N05C,3.0
2016-09-27,R03,1.0
2016-09-27,R06,3.0
2016-09-28,M01AB,13.68
2016-09-28,M01AE,1.8
2016-09-28,N02BA,5.45
2016-09-28,N02BE,64.5
2016-09-28,N05B,3.0
2016-09-28,N05C,0.0
2016-09-28,R03,0.0
2016-09-28,R06,4.0
2016-09-29,M01AB,7.33
2016-09-29,M01AE,2.0
2016-09-29,N02BA,4.0
2016-09-29,N02BE,50.6
2016-09-29,N05B,4.0
2016-09-29,N05C,0.0
2016-09-29,R03,1.0
2016-09-29,R06,1.2
2016-09-30,M01AB,7.0
2016-09-30,M01AE,5.0
2016-09-30,N02BA,2.6
2016-09-30,N02BE,23.4
2016-09-30,N05B,5.0
2016-09-30,N05C,0.0
2016-09-30,R03,10.0
2016-09-30,R06,3.0
2016-10-01,M01AB,7.33
2016-10-01,M01AE,7.65
2016-10-01,N02BA,1.2
2016-10-01,N02BE,54.04
2016-10-01,N05B,5.0
